id,File Name,Ground Truth Script,SR Transcript,Ground Truth Length,RR_SR Transcript Length,RR_correct tokens,RR_Substitutions,RR_Insertions,RR_Deletions,RR_Deleted,RR_substituted,RR_Accuracy,RR_WER,ORR Transcript Length,ORcorrect tokens,OR_Substitutions,ORInsertions,OR_Deletions,OR_Accuracy,OR_WER,gender,accent,native,country
55,29d3f1f0_Script05.wav,There take that green plate and put it to the left of that mug OK scoot it back toward me Now push that glass behind that bottle there Now you're going to take this knife and drop it in the glass,they're take that green plate and put it to the last of that mug okay scooted back toward me now push the glass behind the bottle there now you're going to take this knife and drop it in the glass,41,40,34,6,0,1,,,0.82,0.1707317,40,34,6,0,1,0.82,0.17073171,Female,GeneralAmerican,English,US
56,29d3f45c_Script01.wav,Put this blue block on the table Grab the block you just put on the table Place it there Take the yellow block and place it next to it Take one more block Put it on the top of those two blocks Stop you are done,put this Blue Block on the table grab the block you just put on the table place it there take the Yellow Block and play sit next to it take one more block put it on top of those two blocks stop you are done,46,45,43,2,0,1,,,0.93,0.0652174,45,43,2,0,1,0.93,0.06521739,Male,GeneralAmerican,English,US
57,29d3f45c_Script02.wav,Go there Grasp this purple block Now put it in front of the cup Pick up the block that you just put down Now move that block and put it on top of these boxes Wait Move it more this way to the left Stop,go their grasp this purple block now put it in front of the cup pick up the blocks that you just put down now move that block and put it on top of these boxes wait move it more this way to the left Stop,45,45,43,2,0,0,,,0.95,0.0222222,45,44,1,0,0,0.97,0.022222223,Male,GeneralAmerican,English,US
58,29d3f45c_Script03.wav,Take that red block Grab it and place it above these brown blocks Turn the block that is beside the white block to the right Never mind Take that block and put it behind the blue block That is enough,take that red block grab it and place it above these Brown blocks turn the block that is beside the white block to the right never mind take that block and put it behind the Blue Block that is enough,40,40,40,0,0,0,,,1,0,40,40,0,0,0,1,0,Male,GeneralAmerican,English,US
59,29d3f45c_Script04.wav,OK turn left No your left Move the orange block to the right of that gray block Wait Grasp the black block Move it forward Put it next to that block Go here put this pink block between these ones That's pretty good,okay turn left no your luck move the orange block to the right of that gray block weight grasp the Black Block move it forward put it next to that block go here put this pink block between these ones that's pretty good,43,43,40,3,0,0,,,0.93,0.0930233,43,39,4,0,0,0.9,0.093023255,Male,GeneralAmerican,English,US
60,29d3f45c_Script05.wav,There take that green plate and put it to the left of that mug OK scoot it back toward me Now push that glass behind that bottle there Now you're going to take this knife and drop it in the glass,there takes that green plate and put it to the left of that month okay scooted back toward me now push that glass behind that bottle there now you're going to take this knife and drop it in the glass,41,40,36,4,0,1,,,0.87,0.1219512,40,36,4,0,1,0.87,0.12195122,Male,GeneralAmerican,English,US
61,29d3f57e_Script01.wav,Put this blue block on the table Grab the block you just put on the table Place it there Take the yellow block and place it next to it Take one more block Put it on the top of those two blocks Stop you are done,put this Blue Block on the table grab the block you just put on the table place it there take the Yellow Block and play sit next to it take one more block put it on the top of those two blocks stop you are done,46,46,44,2,0,0,,,0.95,0.0434783,46,44,2,0,0,0.95,0.04347826,Male,GeneralAmerican,English,US
62,29d3f57e_Script02.wav,Go there Grasp this purple block Now put it in front of the cup Pick up the block that you just put down Now move that block and put it on top of these boxes Wait Move it more this way to the left Stop,go their grasp this purple block now put it in front of the cup pick up the block that you just put down now move that block and put it on top of these boxes wait move it more this way to the left Stop,45,45,44,1,0,0,,,0.97,0.0222222,45,44,1,0,0,0.97,0.022222223,Male,GeneralAmerican,English,US
63,29d3f57e_Script03.wav,Take that red block Grab it and place it above these brown blocks Turn the block that is beside the white block to the right Never mind Take that block and put it behind the blue block That is enough,take that red block grab it and place it above these Brown blocks turn the block that is beside the white block to the right never mind take that block and put it behind the Blue Block that is enough,40,40,40,0,0,0,,,1,0,40,40,0,0,0,1,0,Male,GeneralAmerican,English,US
64,29d3f57e_Script04.wav,OK turn left No your left Move the orange block to the right of that gray block Wait Grasp the black block Move it forward Put it next to that block Go here put this pink block between these ones That's pretty good,okay turn left no your left move the orange block to the right of that gray block weight grassed the Black Block move it forward put it next to that block go here put this pink block between these ones that's pretty good,43,43,40,3,0,0,,,0.93,0.0697674,43,40,3,0,0,0.93,0.069767445,Male,GeneralAmerican,English,US
65,29d3f57e_Script05.wav,There take that green plate and put it to the left of that mug OK scoot it back toward me Now push that glass behind that bottle there Now you're going to take this knife and drop it in the glass,they're take that green plate and put it to the left of that mug okay scooted back toward me now push that glass behind that bottle there now you going to take this knife and drop it in the glass,41,40,36,4,0,1,,,0.87,0.1219512,40,36,4,0,1,0.87,0.12195122,Male,GeneralAmerican,English,US
66,29d3f790_Script01.wav,Put this blue block on the table Grab the block you just put on the table Place it there Take the yellow block and place it next to it Take one more block Put it on the top of those two blocks Stop you are done,put this Blue Block on the table grab the block you just put on the table place it there take the Yellow Block and play sit next to it take one more block put it on the top of those two blocks stop you are done,46,46,44,2,0,0,,,0.95,0.0869565,46,42,4,0,0,0.91,0.08695652,Male,Midwest,English,US
67,29d3f790_Script02.wav,Go there Grasp this purple block Now put it in front of the cup Pick up the block that you just put down Now move that block and put it on top of these boxes Wait Move it more this way to the left Stop,go their grasp this purple block now put it in front of the cup pick up the block that you just put down I move that block and put it on top of these boxes weight move it more this way the left Stop,45,44,41,3,0,1,,,0.91,0.0666667,45,42,3,0,0,0.93,0.06666667,Male,Midwest,English,US
68,29d3f790_Script03.wav,Take that red block Grab it and place it above these brown blocks Turn the block that is beside the white block to the right Never mind Take that block and put it behind the blue block That is enough,take that red block grab it and place it above these Brown blocks turn the block that is beside the white block to the right never mind take that block and put it behind the Blue Block that is enough,40,40,40,0,0,0,,,1,0,40,40,0,0,0,1,0,Male,Midwest,English,US
69,29d3f790_Script04.wav,OK turn left No your left Move the orange block to the right of that gray block Wait Grasp the black block Move it forward Put it next to that block Go here put this pink block between these ones That's pretty good,okay turn left know your luck move the orange block to the right of the gray block weight of the Black Block move it forward put it next to that block go here put this pink block between these ones that's pretty good,43,43,37,6,0,0,,,0.86,0.1627907,42,36,6,0,1,0.83,0.1627907,Male,Midwest,English,US
70,29d3f790_Script05.wav,There take that green plate and put it to the left of that mug OK scoot it back toward me Now push that glass behind that bottle there Now you're going to take this knife and drop it in the glass,they're take that green plate and put it to the left of that mug okay scooted back toward me Mount push that glass behind that bottle there they're going to take this knife and drop it in the glass,41,39,34,5,0,2,,,0.82,0.1707317,39,34,5,0,2,0.82,0.17073171,Male,Midwest,English,US
71,29d3f8bc_Script01.wav,Put this blue block on the table Grab the block you just put on the table Place it there Take the yellow block and place it next to it Take one more block Put it on the top of those two blocks Stop you are done,put this Blue Block on the table grab the block you just put on the table place it there take the Yellow Block and play sit next to it take one more block put it on top of those two blocks stop you are done,46,45,43,2,0,1,,,0.93,0.0869565,45,42,3,0,1,0.91,0.08695652,Male,WestrenEnglish,English,US
72,29d3f8bc_Script02.wav,Go there Grasp this purple block Now put it in front of the cup Pick up the block that you just put down Now move that block and put it on top of these boxes Wait Move it more this way to the left Stop,go their grasp this purple block now put it in front of the cup pick up the block that you just put down now move that block and put it on top of the boxes weight move it more this way to the left.,45,44,40,4,0,1,,,0.88,0.1777778,43,37,6,0,2,0.82,0.17777778,Male,WestrenEnglish,English,US
73,29d3f8bc_Script03.wav,Take that red block Grab it and place it above these brown blocks Turn the block that is beside the white block to the right Never mind Take that block and put it behind the blue block That is enough,take that red block grab it and place it above these Brown blocks turn the block that is beside the white block to the right never mind take that block and put it behind the Blue Block that is enough,40,40,40,0,0,0,,,1,0,40,40,0,0,0,1,0,Male,WestrenEnglish,English,US
74,29d3f8bc_Script04.wav,OK turn left No your left Move the orange block to the right of that gray block Wait Grasp the black block Move it forward Put it next to that block Go here put this pink block between these ones That's pretty good,okay turn left no your left move the orange block to the right of that gray block weight grasp the Black Block move it forward put it next to that block go there but this pink block between these ones that's pretty good,43,43,39,4,0,0,,,0.9,0.1395349,43,37,6,0,0,0.86,0.13953489,Male,WestrenEnglish,English,US
75,29d3f8bc_Script05.wav,There take that green plate and put it to the left of that mug OK scoot it back toward me Now push that glass behind that bottle there Now you're going to take this knife and drop it in the glass,they're take that green plate and put it to the left of that mug okay scooted back toward me now push that glass behind that bottle there now you're going to take this knife and drop it in the glass,41,40,37,3,0,1,,,0.9,0.097561,40,37,3,0,1,0.9,0.09756097,Male,WestrenEnglish,English,US
76,29d3f9ca_Script01.wav,Put this blue block on the table Grab the block you just put on the table Place it there Take the yellow block and place it next to it Take one more block Put it on the top of those two blocks Stop you are done,put this Blue Block on the table grab the block you just put on the table place it there take the Yellow Block and play sit next to it take one more block put it on top of those two blocks stop you are done,46,45,43,2,0,1,,,0.93,0.0652174,45,43,2,0,1,0.93,0.06521739,Female,Mexican,Spanish,Mexico
77,29d3f9ca_Script02.wav,Go there Grasp this purple block Now put it in front of the cup Pick up the block that you just put down Now move that block and put it on top of these boxes Wait Move it more this way to the left Stop,go their grass this purple block now put it in front of the cup pick up the block that you just put down now move that block and put it on top of these boxes weight move it more this way to the left Stop,45,45,42,3,0,0,,,0.93,0.0666667,45,42,3,0,0,0.93,0.06666667,Female,Mexican,Spanish,Mexico
78,29d3f9ca_Script03.wav,Take that red block Grab it and place it above these brown blocks Turn the block that is beside the white block to the right Never mind Take that block and put it behind the blue block That is enough,take that red block grab it and place it above these Brown blocks turn the block that is beside the white block to the right never mind take that block and put it behind the Blue Book that is enough,40,40,39,1,0,0,,,0.97,0.025,40,39,1,0,0,0.97,0.025,Female,Mexican,Spanish,Mexico
79,29d3f9ca_Script04.wav,OK turn left No your left Move the orange block to the right of that gray block Wait Grasp the black block Move it forward Put it next to that block Go here put this pink block between these ones That's pretty good,okay turn left no your left move the orange block to the right of the gray block weight grasp the Black Block Ford put it next to that block go here put this pink block between these ones that's pretty good,43,41,37,4,0,2,,,0.86,0.1395349,41,37,4,0,2,0.86,0.13953489,Female,Mexican,Spanish,Mexico
80,29d3f9ca_Script05.wav,There take that green plate and put it to the left of that mug OK scoot it back toward me Now push that glass behind that bottle there Now you're going to take this knife and drop it in the glass,they're take that green plate and put it to the left of that mug okay scooter back toward me now push that glass behind the bottle there that you're going to take this knife and drop it in the glass,41,40,35,5,0,1,,,0.85,0.1219512,40,36,4,0,1,0.87,0.12195122,Female,Mexican,Spanish,Mexico
81,29d3fb3c_Script01.wav,Put this blue block on the table Grab the block you just put on the table Place it there Take the yellow block and place it next to it Take one more block Put it on the top of those two blocks Stop you are done,put this Blue Block on the table grab the block you just put on the table place it there take the Yellow Block and play sit next to it take one more block put it on top of those two blocks stop you are done,46,45,43,2,0,1,,,0.93,0.0652174,45,43,2,0,1,0.93,0.06521739,Male,Midwestern,English,US
82,29d3fb3c_Script02.wav,Go there Grasp this purple block Now put it in front of the cup Pick up the block that you just put down Now move that block and put it on top of these boxes Wait Move it more this way to the left Stop,go there grass this purple block now put it in front of the cup pick up the block that you just put down now move that block and put it on top of these boxes wait move it more this way to the left Stop,45,45,44,1,0,0,,,0.97,0.0666667,44,42,2,0,1,0.93,0.06666667,Male,Midwestern,English,US
83,29d3fb3c_Script03.wav,Take that red block Grab it and place it above these brown blocks Turn the block that is beside the white block to the right Never mind Take that block and put it behind the blue block That is enough,take that red block grab it and place it above these Brown blocks turn the block that is beside the white block to the right never mind take that block and put it behind the Blue Block that is enough,40,40,40,0,0,0,,,1,0.025,40,39,1,0,0,0.97,0.025,Male,Midwestern,English,US
84,29d3fb3c_Script04.wav,OK turn left No your left Move the orange block to the right of that gray block Wait Grasp the black block Move it forward Put it next to that block Go here put this pink block between these ones That's pretty good,okay turn left no your left move the orange block to the right of that gray block weight grass the Black Block move it forward put it next to that block go here put this pink block between these ones that's pretty good,43,43,40,3,0,0,,,0.93,0.0930233,43,39,4,0,0,0.9,0.093023255,Male,Midwestern,English,US
85,29d3fb3c_Script05.wav,There take that green plate and put it to the left of that mug OK scoot it back toward me Now push that glass behind that bottle there Now you're going to take this knife and drop it in the glass,they're take that green plate and put it to the left of that mug okay good it back toward me now push that glass behind that bottle there now you're going to take this knife and drop it in the glass,41,41,38,3,0,0,,,0.92,0.0731707,41,38,3,0,0,0.92,0.07317073,Male,Midwestern,English,US
86,29d3fc5e_Script01.wav,Put this blue block on the table Grab the block you just put on the table Place it there Take the yellow block and place it next to it Take one more block Put it on the top of those two blocks Stop you are done,put this Blue Block on the table grab the block you just put on the table play sit there like the Yellow Block and play sit next to take one more block put it on top of those two blocks stop you're done,46,43,37,6,0,3,,,0.8,0.2826087,42,33,9,0,4,0.71,0.2826087,Male,GeneralAmerican,MandarinChinese,China
87,29d3fc5e_Script02.wav,Go there Grasp this purple block Now put it in front of the cup Pick up the block that you just put down Now move that block and put it on top of these boxes Wait Move it more this way to the left Stop,go their grasp this purple block now put it in front of the cup pick up the block that you just put down now move that block and put it on top of these boxes wait move it more this way to the left Stop,45,45,44,1,0,0,,,0.97,0.0444444,45,43,2,0,0,0.95,0.044444446,Male,GeneralAmerican,MandarinChinese,China
88,29d3fc5e_Script03.wav,Take that red block Grab it and place it above these brown blocks Turn the block that is beside the white block to the right Never mind Take that block and put it behind the blue block That is enough,take that red block grab it and place it above these Brown blocks turn the block that is beside the white block to the right never mind take that block and put it behind the Blue Block that is enough,40,40,40,0,0,0,,,1,0.025,40,39,1,0,0,0.97,0.025,Male,GeneralAmerican,MandarinChinese,China
89,29d3fc5e_Script04.wav,OK turn left No your left Move the orange block to the right of that gray block Wait Grasp the black block Move it forward Put it next to that block Go here put this pink block between these ones That's pretty good,okay turn left no your left move the orange block to the right of that gray block weight grasp the Black Block move it forward put it next to that block go there put this pink block between these ones that's pretty good,43,43,40,3,0,0,,,0.93,0.0697674,43,40,3,0,0,0.93,0.069767445,Male,GeneralAmerican,MandarinChinese,China
90,29d3fc5e_Script05.wav,There take that green plate and put it to the left of that mug OK scoot it back toward me Now push that glass behind that bottle there Now you're going to take this knife and drop it in the glass,they're take that green plate and put it to the left of that mug okay school it back to work me now push that glass behind that bottle there now you're going to take this knife and drop it in the glass,41,42,37,4,1,0,,,0.9,0.1219512,42,37,4,1,0,0.9,0.12195122,Male,GeneralAmerican,MandarinChinese,China
91,29d3ff6a_Script01.wav,Put this blue block on the table Grab the block you just put on the table Place it there Take the yellow block and place it next to it Take one more block Put it on the top of those two blocks Stop you are done,put this Blue Block on the table grab the block you just put on the table place it there take the Yellow Block and play sit next to it take one more block put it on top of those two blocks stop you are done,46,45,43,2,0,1,,,0.93,0.0652174,45,43,2,0,1,0.93,0.06521739,Male,GeneralAmerican,English,US
92,29d3ff6a_Script02.wav,Go there Grasp this purple block Now put it in front of the cup Pick up the block that you just put down Now move that block and put it on top of these boxes Wait Move it more this way to the left Stop,go to their grass this purple block no put in front of the cup pick up the block that you just put down now move that block and put it on top of these blocks weight move it more this way to the left Stop,45,45,39,5,1,1,,,0.86,0.1777778,45,38,6,1,1,0.84,0.17777778,Male,GeneralAmerican,English,US
93,29d3ff6a_Script03.wav,Take that red block Grab it and place it above these brown blocks Turn the block that is beside the white block to the right Never mind Take that block and put it behind the blue block That is enough,take that red block grab it and place it above these Brown blocks turn the block does decide the white block to the right never mind take that block and put it behind the Blue Block that is enough,40,39,37,2,0,1,,,0.92,0.075,39,37,2,0,1,0.92,0.075,Male,GeneralAmerican,English,US
94,29d3ff6a_Script04.wav,OK turn left No your left Move the orange block to the right of that gray block Wait Grasp the black block Move it forward Put it next to that block Go here put this pink block between these ones That's pretty good,okay turn left no your left move the orange block to the right of that gray block weight grasp the Black Block move it forward put it next to that block go here putting this pink block between these ones that's pretty good,43,43,40,3,0,0,,,0.93,0.0697674,43,40,3,0,0,0.93,0.069767445,Male,GeneralAmerican,English,US
95,29d3ff6a_Script05.wav,There take that green plate and put it to the left of that mug OK scoot it back toward me Now push that glass behind that bottle there Now you're going to take this knife and drop it in the glass,they're take that green plate and put it to the left of that mug okay scooted back toward me now push that glass behind that bottle there now you're going to take this knife and drop it in the glass,41,40,37,3,0,1,,,0.9,0.097561,40,37,3,0,1,0.9,0.09756097,Male,GeneralAmerican,English,US
96,29d401ea_Script01.wav,Put this blue block on the table Grab the block you just put on the table Place it there Take the yellow block and place it next to it Take one more block Put it on the top of those two blocks Stop you are done,who's this Blue Block on the table Houston block stop,46,10,8,2,0,36,,,0.17,0.8478261,10,7,3,0,36,0.15,0.84782606,Female,BritishEnglish,Telugu,India
97,29d401ea_Script02.wav,Go there Grasp this purple block Now put it in front of the cup Pick up the block that you just put down Now move that block and put it on top of these boxes Wait Move it more this way to the left Stop,grasslands purple block you make more listening to the left Stop,45,11,8,3,0,34,,,0.17,0.8888889,12,5,7,0,33,0.11,0.8888889,Female,BritishEnglish,Telugu,India
98,29d401ea_Script03.wav,Take that red block Grab it and place it above these brown blocks Turn the block that is beside the white block to the right Never mind Take that block and put it behind the blue block That is enough,these Different download,40,3,1,2,0,37,,,0.02,1,3,0,3,0,37,0,1,Female,BritishEnglish,Telugu,India
99,29d401ea_Script04.wav,OK turn left No your left Move the orange block to the right of that gray block Wait Grasp the black block Move it forward Put it next to that block Go here put this pink block between these ones That's pretty good,okay no wait go here when this pink block between these ones,43,12,10,2,0,31,,,0.23,0.8139535,12,8,4,0,31,0.18,0.81395346,Female,BritishEnglish,Telugu,India
100,29d401ea_Script05.wav,There take that green plate and put it to the left of that mug OK scoot it back toward me Now push that glass behind that bottle there Now you're going to take this knife and drop it in the glass,green plate and put it in the left outside now,41,10,8,2,0,31,,,0.19,0.8292683,11,7,4,0,30,0.17,0.8292683,Female,BritishEnglish,Telugu,India
5,29d40302_Script01.wav,Put this blue block on the table Grab the block you just put on the table Place it there Take the yellow block and place it next to it Take one more block Put it on the top of those two blocks Stop you are done,put this Blue Block on the table grab the block you just put on the table place it there a yellow block and play sit next to it put it on the top of these two blocks. You are done,46,40,35,5,0,6,,,0.76,0.3478261,40,30,10,0,6,0.65,0.3478261,Female,EastrenEnglish,English,US
102,29d40302_Script02.wav,Go there Grasp this purple block Now put it in front of the cup Pick up the block that you just put down Now move that block and put it on top of these boxes Wait Move it more this way to the left Stop,go Dash grass to this purple block now put it in front of the cup pick up the block that you just put down now move that block and put it on top of these boxes bait move it more this way to the left.,45,45,40,4,1,1,,,0.88,0.1555556,44,38,6,0,1,0.84,0.15555556,Female,EastrenEnglish,English,US
103,29d40302_Script03.wav,Take that red block Grab it and place it above these brown blocks Turn the block that is beside the white block to the right Never mind Take that block and put it behind the blue block That is enough,egg diet red block and place it about this brown blocks to the right never mind and put it behind the Blue Block that is enough,40,26,22,4,0,14,,,0.55,0.45,28,22,6,0,12,0.55,0.45,Female,EastrenEnglish,English,US
104,29d40302_Script04.wav,OK turn left No your left Move the orange block to the right of that gray block Wait Grasp the black block Move it forward Put it next to that block Go here put this pink block between these ones That's pretty good,okay turn left no your left move the orange block to the right of that gray block wait that's the Black Block next to that block go here put this pink block between these ones that's pretty good,43,38,36,2,0,5,,,0.83,0.1860465,38,35,3,0,5,0.81,0.18604651,Female,EastrenEnglish,English,US
105,29d40302_Script05.wav,There take that green plate and put it to the left of that mug OK scoot it back toward me Now push that glass behind that bottle there Now you're going to take this knife and drop it in the glass,this ain't that green plate and put it to the left of that mug okay scooted back to word me there Navi are going to take this knife and drop it in the class,41,34,25,8,1,8,,,0.6,0.4390244,34,24,9,1,8,0.58,0.4390244,Female,EastrenEnglish,English,US
106,29d403e8_Script01.wav,Put this blue block on the table Grab the block you just put on the table Place it there Take the yellow block and place it next to it Take one more block Put it on the top of those two blocks Stop you are done,put this Blue Block on the table grab the block you just put on the table place it there take the Yellow Block and play sit next to it take one more block put it on top of those two blocks stop,46,42,40,2,0,4,,,0.86,0.1304348,42,40,2,0,4,0.86,0.13043478,Male,EstrenEnglish,English,US
107,29d403e8_Script02.wav,Go there Grasp this purple block Now put it in front of the cup Pick up the block that you just put down Now move that block and put it on top of these boxes Wait Move it more this way to the left Stop,go their grass this purple block now put it in front of the cup pick up the block that you just put down now move that block and put it on top of these boxes wait move it more this way to the left Stop,45,45,43,2,0,0,,,0.95,0.0222222,45,44,1,0,0,0.97,0.022222223,Male,EstrenEnglish,English,US
108,29d403e8_Script03.wav,Take that red block Grab it and place it above these brown blocks Turn the block that is beside the white block to the right Never mind Take that block and put it behind the blue block That is enough,take that red block grab it and place it above these Brown blocks turn the block that is beside the white block to the right never mind take that block and put it behind the Blue Block that is enough,40,40,40,0,0,0,,,1,0,40,40,0,0,0,1,0,Male,EstrenEnglish,English,US
109,29d403e8_Script04.wav,OK turn left No your left Move the orange block to the right of that gray block Wait Grasp the black block Move it forward Put it next to that block Go here put this pink block between these ones That's pretty good,okay turn left no your left move the orange block to the right of that gray block weight grasp the Black Block move it forward put it next to that block go here put this pink block between these ones that's pretty good,43,43,41,2,0,0,,,0.95,0.0465116,43,41,2,0,0,0.95,0.046511628,Male,EstrenEnglish,English,US
110,29d403e8_Script05.wav,There take that green plate and put it to the left of that mug OK scoot it back toward me Now push that glass behind that bottle there Now you're going to take this knife and drop it in the glass,Fair take that green plate and put it to the left of that mug okay scooted back toward me now push that glass behind that bottle there now you're going to take this knife and drop it in the glass,41,40,37,3,0,1,,,0.9,0.097561,40,37,3,0,1,0.9,0.09756097,Male,EstrenEnglish,English,US
